"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"816","08-009-0017","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","08","Derecho",1-01-21
"817","08-009-0017","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","08","Derecho",1-01-21
"818","08-009-0017","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","08","Derecho",1-04-21
"819","08-009-0017","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","08","Derecho",1-04-21
"820","08-009-0017","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","08","Derecho",1-04-21
"821","08-009-0017","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","22","Primer","08","Derecho",1-03-22
"822","08-009-0017","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","22","Primer","08","Derecho",1-06-22
"823","08-009-0017","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","22","Primer","08","Derecho",1-06-22
"824","08-009-0025","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","08","Derecho",1-01-21
"825","08-009-0025","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","22","Primer","08","Derecho",1-06-22
"826","08-011-0331","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","NC","20","Primer","08","Derecho",1-06-20
"827","08-011-0331","GAM","V","ACTIVO","DERECHO MERCANTIL","NC","20","Primer","08","Derecho",1-06-20
"828","08-011-0331","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","08","Derecho",1-06-20
"829","08-011-0331","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","20","Primer","08","Derecho",1-06-20
"830","08-011-0331","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","NC","20","Primer","08","Derecho",1-06-20
"831","08-011-0331","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","20","Primer","08","Derecho",1-06-20
"832","08-011-0331","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","08","Derecho",1-06-20
"833","08-011-0331","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","08","Derecho",1-09-20
"834","08-011-0331","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","20","Segundo","08","Derecho",1-09-20
"835","08-011-0331","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Segundo","08","Derecho",1-09-20
"836","08-011-0331","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Primer","08","Derecho",1-01-21
"837","08-011-0331","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","21","Primer","08","Derecho",1-01-21
"838","08-011-0331","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","08","Derecho",1-01-21
"839","08-011-0331","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","21","Primer","08","Derecho",1-01-21
"840","08-011-0331","CH","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Primer","08","Derecho",1-01-21
"841","08-011-0331","GAM","V","ACTIVO","DIVERSIDAD Y SOCIALIZACION","NC","21","Primer","08","Derecho",1-01-21
"842","08-011-0331","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","21","Primer","08","Derecho",1-06-21
"843","08-011-0331","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","08","Derecho",1-06-21
"844","08-011-0331","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","21","Primer","08","Derecho",1-06-21
"845","08-011-0331","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","21","Primer","08","Derecho",1-06-21
"846","08-011-0331","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","21","Primer","08","Derecho",1-06-21
"847","08-011-0331","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","22","Primer","08","Derecho",1-06-22
"848","08-011-0524","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","22","Primer","08","Derecho",1-06-22
"849","08-011-0532","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Primer","08","Derecho",1-06-20
"850","08-011-0532","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","20","Primer","08","Derecho",1-06-20
"851","08-011-0532","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","20","Primer","08","Derecho",1-06-20
"852","08-011-0532","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","08","Derecho",1-06-20
"853","08-011-0532","GAM","V","ACTIVO","OBLIGACIONES","C","20","Primer","08","Derecho",1-06-20
"854","08-011-0532","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","08","Derecho",1-01-21
"855","08-011-0532","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","08","Derecho",1-01-21
"856","08-011-0532","GAM","V","ACTIVO","DERECHO AGRARIO","C","21","Primer","08","Derecho",1-01-21
"857","08-011-0532","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","08","Derecho",1-01-21
"858","08-011-0532","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","08","Derecho",1-01-21
"859","08-011-0532","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","21","Primer","08","Derecho",1-06-21
"860","08-011-0532","GAM","V","ACTIVO","DERECHO LABORAL","C","21","Primer","08","Derecho",1-06-21
"861","08-011-0532","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","08","Derecho",1-06-21
"862","08-011-0532","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","21","Primer","08","Derecho",1-06-21
"863","08-011-0532","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","21","Primer","08","Derecho",1-06-21
"864","08-011-0532","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","21","Segundo","08","Derecho",1-12-21
"865","08-011-0532","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Segundo","08","Derecho",1-12-21
"866","08-011-0532","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Segundo","08","Derecho",1-12-21
"867","08-011-0532","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Segundo","08","Derecho",1-12-21
"868","08-011-0532","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Segundo","08","Derecho",1-12-21
"869","08-011-0532","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","08","Derecho",1-12-21
"870","08-011-0532","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","22","Primer","08","Derecho",1-06-22
"871","08-011-0532","GAM","V","ACTIVO","DERECHO DE AMPARO","C","22","Primer","08","Derecho",1-06-22
"872","08-011-0532","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","22","Primer","08","Derecho",1-06-22
"873","08-011-0908","GAM","V","ACTIVO","INGLES III","C","20","Primer","08","Derecho",1-06-20
"874","08-011-0908","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","08","Derecho",1-06-20
"875","08-011-0908","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","08","Derecho",1-06-20
"876","08-011-0908","GAM","V","ACTIVO","INSTITUCIONES Y GRUPOS SOCIALES","C","20","Primer","08","Derecho",1-06-20
"877","08-011-0908","GAM","V","ACTIVO","ANALISIS CULTURAL","NC","20","Primer","08","Derecho",1-06-20
"878","08-011-0908","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","08","Derecho",1-06-20
"879","08-011-0908","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Primer","08","Derecho",1-06-20
"880","08-011-0908","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","08","Derecho",1-06-20
"881","08-011-0908","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","08","Derecho",1-06-20
"882","08-011-0908","GAM","V","ACTIVO","ANALISIS CULTURAL","NC","20","Segundo","08","Derecho",1-09-20
"883","08-011-0908","GAM","V","ACTIVO","OBLIGACIONES","C","20","Segundo","08","Derecho",1-09-20
"884","08-011-0908","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","08","Derecho",1-01-21
"885","08-011-0908","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","08","Derecho",1-01-21
"886","08-011-0908","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","08","Derecho",1-01-21
"887","08-011-0908","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","08","Derecho",1-06-21
"888","08-011-0908","GAM","V","ACTIVO","DERECHOS HUMANOS","C","21","Primer","08","Derecho",1-06-21
"889","08-011-0928","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Primer","08","Derecho",1-01-21
"890","08-011-0928","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","08","Derecho",1-01-21
"891","08-011-0928","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","08","Derecho",1-01-21
"892","08-011-0928","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","21","Primer","08","Derecho",1-06-21
"893","08-011-0928","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","08","Derecho",1-06-21
"894","08-011-0928","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","08","Derecho",1-06-21
"895","08-011-0928","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","21","Primer","08","Derecho",1-06-21
"896","08-011-0928","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","21","Primer","08","Derecho",1-06-21
"897","09-001-0077","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"898","09-001-0077","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","09","Derecho",1-01-21
"899","09-001-0077","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","09","Derecho",1-04-21
"900","09-002-0168","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","09","Derecho",1-01-21
"901","09-002-0168","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","09","Derecho",1-01-21
"902","09-002-0168","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","09","Derecho",1-01-21
"903","09-002-0168","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","21","Primer","09","Derecho",1-01-21
"904","09-002-0168","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","09","Derecho",1-01-21
"905","09-002-0168","GAM","V","ACTIVO","DERECHO FISCAL","NC","21","Primer","09","Derecho",1-06-21
"906","09-002-0168","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","09","Derecho",1-06-21
"907","09-002-0168","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","21","Primer","09","Derecho",1-06-21
"908","09-002-0168","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","21","Primer","09","Derecho",1-06-21
"909","09-002-0168","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","21","Primer","09","Derecho",1-06-21
"910","09-002-0168","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Segundo","09","Derecho",1-12-21
"911","09-002-0168","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","21","Segundo","09","Derecho",1-12-21
"912","09-002-0168","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Segundo","09","Derecho",1-12-21
"913","09-002-0168","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Segundo","09","Derecho",1-12-21
"914","09-006-0002","PESCER","V","ACTIVO","SEMINARIO DE TESIS","C","22","Primer","09","Derecho",1-06-22
"915","09-008-0017","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Segundo","09","Derecho",1-12-21
"916","09-008-0017","GAM","V","ACTIVO","MEXICO Y AMERICA LATINA EN EL CONTEXTO INTERNACIONAL","C","21","Segundo","09","Derecho",1-12-21
"917","09-008-0017","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","09","Derecho",1-12-21
"918","09-008-0017","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Segundo","09","Derecho",1-12-21
"919","09-008-0017","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","22","Primer","09","Derecho",1-06-22
"920","09-008-0017","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","22","Primer","09","Derecho",1-06-22
"921","09-008-0020","PESCER","M","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","09","Derecho",1-01-21
"922","09-008-0020","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"923","09-008-0020","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"924","09-010-0001","PESCER","M","ACTIVO","TEORIA POLITICA I","NC","20","Segundo","09","Derecho",1-09-20
"925","09-010-0014","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","20","Segundo","09","Derecho",1-09-20
"926","09-010-0014","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","20","Segundo","09","Derecho",1-09-20
"927","09-010-0014","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","C","20","Segundo","09","Derecho",1-09-20
"928","09-010-0014","PESCER","M","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","09","Derecho",1-01-21
"929","09-010-0014","PESCER","M","ACTIVO","ANTROPOLOGIA JURIDICA","NC","21","Primer","09","Derecho",1-01-21
"930","09-010-0014","PESCER","M","ACTIVO","HISTORIA DEL DERECHO","NC","21","Primer","09","Derecho",1-01-21
"931","09-010-0014","PESCER","M","ACTIVO","DERECHOS HUMANOS","NC","22","Primer","09","Derecho",1-06-22
"932","09-010-0014","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","22","Primer","09","Derecho",1-06-22
"933","09-010-0014","PESCER","M","ACTIVO","INGLES II","NC","22","Primer","09","Derecho",1-06-22
"934","09-010-0021","PESCER","M","ACTIVO","OBLIGACIONES","NC","20","Segundo","09","Derecho",1-09-20
"935","09-010-0021","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","09","Derecho",1-09-20
"936","09-010-0021","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","20","Segundo","09","Derecho",1-09-20
"937","09-010-0021","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","09","Derecho",1-09-20
"938","09-010-0021","PESCER","M","ACTIVO","DERECHO LABORAL","C","20","Segundo","09","Derecho",1-09-20
"939","09-010-0021","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Segundo","09","Derecho",1-09-20
"940","09-010-0021","PESCER","M","ACTIVO","DERECHO FISCAL","NC","20","Segundo","09","Derecho",1-09-20
"941","09-010-0021","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"942","09-010-0021","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"943","09-010-0021","PESCER","M","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","09","Derecho",1-01-21
"944","09-010-0021","PESCER","M","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","09","Derecho",1-01-21
"945","09-010-0021","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","21","Primer","09","Derecho",1-01-21
"946","09-010-0021","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","21","Primer","09","Derecho",1-01-21
"947","09-010-0021","PESCER","M","ACTIVO","DERECHO FISCAL","C","21","Primer","09","Derecho",1-01-21
"948","09-010-0021","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","09","Derecho",1-01-21
"949","09-010-0028","PESCER","M","ACTIVO","DERECHO INDIGENA","NC","21","Primer","09","Derecho",1-01-21
"950","09-010-0028","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"951","09-010-0028","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","09","Derecho",1-01-21
"952","09-010-0028","PESCER","M","ACTIVO","SEMINARIO DE TESIS","NC","22","Primer","09","Derecho",1-06-22
"953","09-011-0242","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","09","Derecho",1-06-20
"954","09-011-0242","GAM","V","ACTIVO","DERECHO LABORAL","C","20","Primer","09","Derecho",1-06-20
"955","09-011-0242","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","20","Primer","09","Derecho",1-06-20
"956","09-011-0242","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","20","Primer","09","Derecho",1-06-20
"957","09-011-0242","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","09","Derecho",1-06-20
"958","09-011-0242","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","09","Derecho",1-06-20
"959","09-011-0242","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Primer","09","Derecho",1-06-20
"960","09-011-0242","GAM","V","ACTIVO","PERSONA Y FAMILIA","NC","20","Segundo","09","Derecho",1-09-20
"961","09-011-0242","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Segundo","09","Derecho",1-09-20
"962","09-011-0242","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Segundo","09","Derecho",1-09-20
"963","09-011-0242","GAM","V","ACTIVO","TEORIA DEL ESTADO","NC","21","Primer","09","Derecho",1-01-21
"964","09-011-0242","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Primer","09","Derecho",1-01-21
"965","09-011-0242","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","09","Derecho",1-01-21
"966","09-011-0242","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","09","Derecho",1-01-21
"967","09-011-0242","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","09","Derecho",1-01-21
"968","09-011-0242","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","09","Derecho",1-01-21
"969","09-011-0242","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","21","Primer","09","Derecho",1-06-21
"970","09-011-0242","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","21","Primer","09","Derecho",1-06-21
"971","09-011-0242","GAM","V","ACTIVO","OBLIGACIONES","C","21","Primer","09","Derecho",1-06-21
"972","09-011-0242","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","21","Primer","09","Derecho",1-06-21
"973","09-011-0242","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","09","Derecho",1-06-21
"974","09-011-0242","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","09","Derecho",1-12-21
"975","09-011-0242","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","NC","21","Segundo","09","Derecho",1-12-21
"976","09-011-0242","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","21","Segundo","09","Derecho",1-12-21
"977","09-011-0242","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Segundo","09","Derecho",1-12-21
"978","09-011-0242","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","21","Segundo","09","Derecho",1-12-21
"979","09-011-0242","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Segundo","09","Derecho",1-12-21
"980","09-011-0242","GAM","V","ACTIVO","INGLES II","NC","21","Segundo","09","Derecho",1-12-21
"981","09-011-0242","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","09","Derecho",1-12-21
"982","09-011-0242","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","22","Primer","09","Derecho",1-06-22
"983","09-011-0242","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","22","Primer","09","Derecho",1-06-22
"984","09-011-0242","GAM","V","ACTIVO","INGLES I","NC","22","Primer","09","Derecho",1-06-22
"985","09-011-0242","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","22","Primer","09","Derecho",1-06-22
"986","09-011-0299","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Primer","09","Derecho",1-06-20
"987","09-011-0299","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Primer","09","Derecho",1-06-20
"988","09-011-0299","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","09","Derecho",1-06-20
"989","09-011-0587","GAM","V","EGRESADO","NIVELES DE GOBIERNO","C","21","Primer","09","Derecho",1-06-21
"990","09-011-0587","GAM","V","EGRESADO","ESTADO PARTIDOS Y SOCIEDAD CIVIL. APORTES TEORICOS","C","21","Primer","09","Derecho",1-06-21
"991","09-011-0587","GAM","V","EGRESADO","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL. APORTES TEORICOS","C","21","Primer","09","Derecho",1-06-21
"992","09-011-0587","GAM","V","EGRESADO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","C","21","Segundo","09","Derecho",1-12-21
"993","09-011-0587","GAM","V","EGRESADO","MARCO JURIDICO DE LA ADMINISTRACION PUBLICA","C","21","Segundo","09","Derecho",1-12-21
"994","09-011-0587","GAM","V","EGRESADO","ANALISIS DE POLITICAS PUBLICAS","C","21","Segundo","09","Derecho",1-12-21
"995","09-011-0587","GAM","V","EGRESADO","DEMOCRACIA Y AUTORITARISMO EN LAS SOCIEDADES LATINOAMERICANAS CONTEMPORANEAS","C","21","Segundo","09","Derecho",1-12-21
"996","09-011-0587","GAM","V","EGRESADO","FINANZAS PUBLICAS Y PRESUPUESTACION","C","21","Segundo","09","Derecho",1-12-21
"997","10-003-0424","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","20","Primer","10","Derecho",1-06-20
"998","10-003-0424","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","20","Primer","10","Derecho",1-06-20
"999","10-003-0424","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Primer","10","Derecho",1-06-20
"1000","10-003-0424","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","NC","20","Primer","10","Derecho",1-06-20
"1001","10-003-0424","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Primer","10","Derecho",1-06-20
"1002","10-003-0424","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","10","Derecho",1-06-20
"1003","10-003-0424","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","20","Primer","10","Derecho",1-06-20
"1004","10-003-0424","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","21","Primer","10","Derecho",1-01-21
"1005","10-003-0424","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","10","Derecho",1-01-21
